Visit_ID,Visit_Date,University,Zip_Code,State,Student_Level,Housing,Financial_Aid,Meal_Plan,Food_Weight_lbs
V-2018,2023-08-15,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,Partial,15.13
V-2019,2021-08-08,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,None,10.3
V-2020,2020-06-17,Michigan State,48824,MI,Graduate,Off-Campus,Scholarship,None,11.58
V-2021,2022-12-19,UW Seattle,98195,WA,Undergraduate,On-Campus,Pell Grant,None,11.79
V-2022,2023-03-26,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,6.75
V-2023,2023-08-20,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,17.84
V-2024,2023-06-08,Michigan State,48824,MI,Undergraduate,On-Campus,None,None,16.63
V-2025,2022-10-15,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,17.61
V-2026,2023-06-28,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,None,11.02
V-2027,2023-10-21,Texas A&M,77843,TX,Undergraduate,On-Campus,Scholarship,None,10.67
V-2028,2022-11-04,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,None,16.39
V-2029,2024-01-13,Michigan State,48824,MI,Undergraduate,Off-Campus,None,Full,17.18
V-2030,2024-04-12,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,None,8.15
V-2031,2023-03-31,Georgia Tech,30332,GA,Undergraduate,On-Campus,Pell Grant,None,11.82
V-2032,2022-08-04,Michigan State,48824,MI,Undergraduate,Off-Campus,Scholarship,None,20.42
V-2033,2023-07-13,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,Partial,17.94
V-2034,2022-08-08,Ohio State,43210,OH,Graduate,On-Campus,None,None,19.07
V-2035,2021-08-09,UMass Amherst,01003,MA,Graduate,Off-Campus,Scholarship,Partial,14.43
V-2036,2024-02-28,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,11.47
V-2037,2020-09-04,UW Seattle,98195,WA,Graduate,On-Campus,Pell Grant,None,16.82
V-2038,2023-06-02,Michigan State,48824,MI,Graduate,Off-Campus,Pell Grant,None,15.08
V-2039,2021-02-20,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,17.77
V-2040,2022-09-21,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,Partial,18.62
V-2041,2023-04-24,UC Irvine,92697,CA,Graduate,On-Campus,None,None,15.92
V-2042,2022-07-27,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,21.62
V-2043,2021-08-05,Arizona State,85281,AZ,Graduate,Off-Campus,Pell Grant,None,17.43
V-2044,2022-12-18,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,14.39
V-2045,2024-07-22,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,None,13.74
V-2046,2022-08-21,UF Gainesville,32611,FL,Undergraduate,On-Campus,Scholarship,None,9.72
V-2047,2020-08-25,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,None,11.07
V-2048,2023-09-16,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,None,7.75
V-2049,2024-03-15,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,13.94
V-2050,2021-06-13,UC Irvine,92697,CA,Undergraduate,On-Campus,Pell Grant,Partial,12.79
V-2051,2024-02-26,UC Irvine,92697,CA,Graduate,Off-Campus,Scholarship,None,22.24
V-2052,2023-04-21,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,None,8.48
V-2053,2022-06-25,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,Partial,8.04
V-2054,2023-02-17,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,15.24
V-2055,2023-02-17,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,None,9.78
V-2056,2023-09-22,Ohio State,43210,OH,Undergraduate,On-Campus,Scholarship,None,14.1
V-2057,2022-05-04,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,18.78
V-2058,2022-03-02,Rutgers,08901,NJ,Graduate,On-Campus,None,Partial,14.69
V-2059,2024-07-28,UC Irvine,92697,CA,Undergraduate,On-Campus,Scholarship,None,12.2
V-2060,2023-03-06,UMass Amherst,01003,MA,Undergraduate,On-Campus,Pell Grant,Partial,18.39
V-2061,2021-08-02,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Full,5.97
V-2062,2022-11-01,UW Seattle,98195,WA,Graduate,On-Campus,Pell Grant,None,19.45
V-2063,2022-09-11,UMass Amherst,01003,MA,Graduate,Off-Campus,Scholarship,None,29.49
V-2064,2024-11-12,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,None,17.06
V-2065,2023-03-18,UW Seattle,98195,WA,Graduate,On-Campus,Pell Grant,Full,24.17
V-2066,2023-05-09,Michigan State,48824,MI,Undergraduate,Off-Campus,None,Partial,12.89
V-2067,2020-11-04,UMass Amherst,01003,MA,Undergraduate,On-Campus,None,None,7.57
V-2068,2022-12-07,UF Gainesville,32611,FL,Undergraduate,On-Campus,Pell Grant,Partial,8.25
V-2069,2024-07-22,Michigan State,48824,MI,Graduate,On-Campus,Scholarship,Partial,22.61
V-2070,2024-03-30,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,Partial,16.46
V-2071,2024-01-30,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,None,22.34
V-2072,2021-07-15,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,11.78
V-2073,2023-10-27,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,Partial,16.18
V-2074,2022-03-26,Arizona State,85281,AZ,Graduate,On-Campus,Pell Grant,None,19.29
V-2075,2024-09-12,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,11.07
V-2076,2022-12-16,UW Seattle,98195,WA,Undergraduate,On-Campus,None,None,15.39
V-2077,2022-08-09,Michigan State,48824,MI,Undergraduate,Off-Campus,None,None,18.27
V-2078,2022-04-10,Georgia Tech,30332,GA,Graduate,Off-Campus,None,Partial,22.38
V-2079,2022-08-23,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,11.21
V-2080,2023-01-15,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,None,25.3
V-2081,2024-01-24,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,Partial,14.17
V-2082,2024-09-11,UW Seattle,98195,WA,Undergraduate,On-Campus,None,None,20.53
V-2083,2023-09-25,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,13.64
V-2084,2023-03-22,Rutgers,08901,NJ,Undergraduate,On-Campus,Scholarship,None,19.24
V-2085,2024-03-04,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,14.52
V-2086,2021-01-23,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,None,12.31
V-2087,2023-01-15,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,None,18.45
V-2088,2023-05-14,Michigan State,48824,MI,Undergraduate,Off-Campus,Scholarship,None,22.52
V-2089,2023-08-14,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,13.93
V-2090,2023-07-16,UC Irvine,92697,CA,Graduate,On-Campus,None,None,19.19
V-2091,2022-07-19,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,None,11.05
V-2092,2023-11-08,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,None,11.51
V-2093,2024-07-05,Rutgers,08901,NJ,Graduate,Off-Campus,Pell Grant,None,18.87
V-2094,2020-05-26,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,10.18
V-2095,2020-07-04,Texas A&M,77843,TX,Graduate,Off-Campus,Scholarship,None,21.83
V-2096,2023-08-29,UC Irvine,92697,CA,Graduate,Off-Campus,None,Partial,22.99
V-2097,2021-08-10,UC Irvine,92697,CA,Undergraduate,On-Campus,None,Partial,16.15
V-2098,2023-09-13,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,Partial,17.75
V-2099,2023-09-27,Texas A&M,77843,TX,Graduate,On-Campus,Pell Grant,None,25.72
V-2100,2023-12-28,Texas A&M,77843,TX,Undergraduate,On-Campus,None,Partial,12.13
V-2101,2022-12-20,UC Irvine,92697,CA,Graduate,On-Campus,None,None,21.22
V-2102,2021-03-08,Texas A&M,77843,TX,Undergraduate,On-Campus,Pell Grant,None,6.39
V-2103,2021-02-03,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,6.34
V-2104,2022-07-06,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,None,14.44
V-2105,2024-06-12,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,None,15.02
V-2106,2021-02-21,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,Full,13.03
V-2107,2022-04-30,Ohio State,43210,OH,Undergraduate,On-Campus,Pell Grant,None,16.3
V-2108,2021-03-06,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,None,18.76
V-2109,2023-07-30,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,Partial,14.87
V-2110,2020-12-14,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,12.12
V-2111,2022-04-24,Ohio State,43210,OH,Graduate,Off-Campus,Scholarship,None,17.01
V-2112,2022-01-18,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,17.13
V-2113,2024-05-05,UMass Amherst,01003,MA,Undergraduate,On-Campus,Pell Grant,None,12.96
V-2114,2022-09-15,Rutgers,08901,NJ,Undergraduate,On-Campus,Pell Grant,None,13.05
V-2115,2022-12-08,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,Partial,16.88
V-2116,2022-01-08,UW Seattle,98195,WA,Undergraduate,On-Campus,None,Partial,13.93
V-2117,2023-04-21,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Scholarship,Partial,14.74
V-2118,2022-07-18,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,Partial,10.62
V-2119,2024-02-26,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,None,16.67
V-2120,2023-01-06,Michigan State,48824,MI,Graduate,Off-Campus,Pell Grant,None,29.16
V-2121,2023-05-13,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,9.53
V-2122,2021-02-20,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,Full,8.49
V-2123,2023-08-06,Michigan State,48824,MI,Undergraduate,On-Campus,Pell Grant,None,18.01
V-2124,2023-11-29,UW Seattle,98195,WA,Undergraduate,On-Campus,Pell Grant,Partial,16.08
V-2125,2023-01-25,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,None,19.93
V-2126,2021-08-10,Ohio State,43210,OH,Graduate,Off-Campus,Pell Grant,Full,16.33
V-2127,2022-12-30,Ohio State,43210,OH,Graduate,Off-Campus,Pell Grant,None,23.96
V-2128,2022-04-08,Ohio State,43210,OH,Undergraduate,On-Campus,None,Partial,15.16
V-2129,2020-12-28,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,None,9.0
V-2130,2023-09-09,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,12.45
V-2131,2022-03-27,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,Full,13.85
V-2132,2023-07-30,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,11.43
V-2133,2021-05-10,UC Irvine,92697,CA,Undergraduate,On-Campus,Scholarship,None,17.59
V-2134,2022-07-21,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,16.96
V-2135,2022-05-19,Rutgers,08901,NJ,Undergraduate,On-Campus,Pell Grant,None,11.95
V-2136,2023-10-21,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Partial,14.41
V-2137,2024-03-31,Michigan State,48824,MI,Undergraduate,Off-Campus,None,Partial,19.18
V-2138,2022-08-12,Ohio State,43210,OH,Undergraduate,On-Campus,None,Partial,13.83
V-2139,2022-08-25,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,22.05
V-2140,2023-05-20,Georgia Tech,30332,GA,Undergraduate,On-Campus,None,Partial,16.8
V-2141,2023-06-22,Georgia Tech,30332,GA,Undergraduate,On-Campus,Pell Grant,None,11.51
V-2142,2024-07-27,Michigan State,48824,MI,Undergraduate,Off-Campus,None,Partial,11.44
V-2143,2021-05-19,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,Full,17.34
V-2144,2023-10-13,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Partial,13.27
V-2145,2022-07-21,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,14.6
V-2146,2024-07-03,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,4.28
V-2147,2022-11-17,UF Gainesville,32611,FL,Undergraduate,On-Campus,None,None,14.37
V-2148,2021-12-11,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,Partial,7.94
V-2149,2020-12-21,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,Full,7.11
V-2150,2023-09-28,Ohio State,43210,OH,Undergraduate,On-Campus,Pell Grant,None,19.93
V-2151,2024-01-03,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,None,13.93
V-2152,2021-12-16,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,Partial,12.08
V-2153,2024-02-13,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,Partial,23.71
V-2154,2021-12-22,Rutgers,08901,NJ,Undergraduate,On-Campus,Pell Grant,None,17.46
V-2155,2022-04-24,Georgia Tech,30332,GA,Graduate,Off-Campus,None,None,26.26
V-2156,2021-07-28,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,None,18.36
V-2157,2022-05-22,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,17.15
V-2158,2023-06-01,UW Seattle,98195,WA,Undergraduate,On-Campus,Pell Grant,None,20.93
V-2159,2021-11-24,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,None,10.47
V-2160,2024-02-28,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,Partial,11.82
V-2161,2021-01-09,UMass Amherst,01003,MA,Graduate,Off-Campus,Scholarship,None,13.17
V-2162,2021-06-02,Michigan State,48824,MI,Undergraduate,Off-Campus,Scholarship,None,6.16
V-2163,2023-12-15,UF Gainesville,32611,FL,Graduate,On-Campus,Scholarship,Partial,21.64
V-2164,2020-07-07,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,6.31
V-2165,2020-08-03,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Partial,7.94
V-2166,2021-07-01,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,Partial,12.33
V-2167,2022-09-14,UF Gainesville,32611,FL,Graduate,Off-Campus,Scholarship,Full,9.61
V-2168,2023-02-06,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,None,14.17
V-2169,2022-11-24,UC Irvine,92697,CA,Graduate,On-Campus,Scholarship,None,20.38
V-2170,2024-07-20,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,23.71
V-2171,2022-05-17,Texas A&M,77843,TX,Graduate,Off-Campus,Pell Grant,None,20.77
V-2172,2023-10-05,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,15.49
V-2173,2024-08-26,Michigan State,48824,MI,Undergraduate,Off-Campus,None,Partial,21.91
V-2174,2021-07-04,UF Gainesville,32611,FL,Undergraduate,On-Campus,None,None,12.25
V-2175,2022-03-11,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,None,14.52
V-2176,2020-07-24,UC Irvine,92697,CA,Graduate,On-Campus,None,None,22.37
V-2177,2023-01-23,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,None,11.48
V-2178,2022-07-05,Ohio State,43210,OH,Graduate,On-Campus,Pell Grant,Partial,23.96
V-2179,2024-08-20,Georgia Tech,30332,GA,Undergraduate,On-Campus,None,None,10.3
V-2180,2023-12-30,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,None,17.88
V-2181,2022-11-17,Rutgers,08901,NJ,Graduate,Off-Campus,Pell Grant,None,23.01
V-2182,2022-09-07,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Full,12.56
V-2183,2022-01-12,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,None,12.91
V-2184,2022-02-10,Arizona State,85281,AZ,Undergraduate,On-Campus,None,None,20.38
V-2185,2022-12-05,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,Partial,13.91
V-2186,2021-01-08,Ohio State,43210,OH,Undergraduate,On-Campus,Pell Grant,Full,14.97
V-2187,2021-03-03,Georgia Tech,30332,GA,Graduate,Off-Campus,Scholarship,Partial,19.14
V-2188,2022-07-28,Rutgers,08901,NJ,Graduate,On-Campus,None,None,17.41
V-2189,2021-08-05,Rutgers,08901,NJ,Graduate,Off-Campus,None,Full,16.88
V-2190,2023-05-10,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,None,16.26
V-2191,2021-08-18,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,Partial,18.96
V-2192,2023-11-15,Rutgers,08901,NJ,Graduate,On-Campus,None,None,15.91
V-2193,2023-06-29,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,None,21.11
V-2194,2022-03-03,UW Seattle,98195,WA,Undergraduate,On-Campus,Pell Grant,None,16.29
V-2195,2022-04-17,Michigan State,48824,MI,Undergraduate,Off-Campus,Scholarship,None,12.89
V-2196,2022-12-01,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,Partial,15.65
V-2197,2021-01-22,Michigan State,48824,MI,Undergraduate,On-Campus,Pell Grant,Partial,15.33
V-2198,2021-08-19,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,None,8.95
V-2199,2024-07-06,Arizona State,85281,AZ,Undergraduate,On-Campus,None,None,14.99
V-2200,2023-02-04,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,None,14.49
V-2201,2023-07-04,UC Irvine,92697,CA,Undergraduate,On-Campus,None,None,8.3
V-2202,2021-03-04,Rutgers,08901,NJ,Graduate,Off-Campus,None,Full,22.3
V-2203,2022-11-19,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,Partial,11.84
V-2204,2023-02-22,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,Partial,12.26
V-2205,2021-09-24,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,None,13.05
V-2206,2022-11-03,Ohio State,43210,OH,Graduate,On-Campus,Scholarship,None,22.06
V-2207,2022-02-03,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,15.16
V-2208,2024-07-13,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,15.82
V-2209,2022-03-02,Michigan State,48824,MI,Graduate,Off-Campus,Pell Grant,None,21.06
V-2210,2022-10-24,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,11.38
V-2211,2023-05-10,Rutgers,08901,NJ,Graduate,Off-Campus,Pell Grant,None,21.31
V-2212,2024-09-13,Michigan State,48824,MI,Undergraduate,On-Campus,None,Full,17.96
V-2213,2024-03-28,Texas A&M,77843,TX,Undergraduate,On-Campus,None,Partial,13.07
V-2214,2024-06-03,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,None,15.65
V-2215,2024-08-30,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,18.02
V-2216,2023-09-17,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,Partial,14.63
V-2217,2023-08-10,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Partial,9.91
V-2218,2022-02-11,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,19.26
V-2219,2021-09-18,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,None,18.07
V-2220,2023-03-13,UMass Amherst,01003,MA,Graduate,On-Campus,Pell Grant,Partial,20.53
V-2221,2020-06-19,Texas A&M,77843,TX,Graduate,Off-Campus,Pell Grant,Partial,24.62
V-2222,2020-05-27,UW Seattle,98195,WA,Undergraduate,On-Campus,None,None,14.8
V-2223,2022-01-12,Texas A&M,77843,TX,Undergraduate,On-Campus,Scholarship,None,12.8
V-2224,2023-05-22,Georgia Tech,30332,GA,Undergraduate,On-Campus,Scholarship,None,11.93
V-2225,2023-12-31,Ohio State,43210,OH,Graduate,Off-Campus,Scholarship,None,16.86
V-2226,2023-08-20,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,None,14.29
V-2227,2020-09-22,Texas A&M,77843,TX,Graduate,Off-Campus,None,Partial,15.09
V-2228,2022-12-13,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,None,11.18
V-2229,2022-04-15,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,None,15.19
V-2230,2022-09-06,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,Partial,8.77
V-2231,2023-09-14,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,None,8.55
V-2232,2024-04-15,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,Partial,15.83
V-2233,2022-07-17,Rutgers,08901,NJ,Graduate,Off-Campus,Pell Grant,Partial,22.38
V-2234,2023-10-20,UMass Amherst,01003,MA,Undergraduate,On-Campus,Scholarship,None,16.67
V-2235,2022-07-19,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,7.72
V-2236,2023-06-12,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,Partial,11.92
V-2237,2024-04-15,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,Partial,13.04
V-2238,2021-05-10,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,None,6.98
V-2239,2020-11-02,Arizona State,85281,AZ,Graduate,Off-Campus,Pell Grant,None,18.8
V-2240,2020-10-21,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,13.5
V-2241,2022-04-05,Texas A&M,77843,TX,Graduate,On-Campus,Pell Grant,None,19.05
V-2242,2024-06-18,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,Partial,9.41
V-2243,2023-03-29,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,22.53
V-2244,2023-01-21,Texas A&M,77843,TX,Undergraduate,On-Campus,None,Partial,11.23
V-2245,2022-07-12,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,17.85
V-2246,2024-03-05,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,Partial,20.99
V-2247,2022-12-08,Georgia Tech,30332,GA,Undergraduate,On-Campus,Pell Grant,Partial,12.73
V-2248,2022-12-31,UF Gainesville,32611,FL,Graduate,On-Campus,None,None,22.04
V-2249,2021-11-01,Rutgers,08901,NJ,Graduate,Off-Campus,Pell Grant,None,14.17
V-2250,2022-06-13,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,Partial,12.49
V-2251,2021-02-18,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,Full,14.68
V-2252,2021-02-12,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,Partial,12.94
V-2253,2022-09-21,Ohio State,43210,OH,Undergraduate,On-Campus,Pell Grant,None,17.02
V-2254,2023-11-15,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,Full,13.18
V-2255,2023-07-17,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,None,18.66
V-2256,2023-10-02,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,Full,11.19
V-2257,2024-02-07,Texas A&M,77843,TX,Undergraduate,On-Campus,Pell Grant,Partial,16.97
V-2258,2023-02-14,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,Partial,12.21
V-2259,2020-10-28,UF Gainesville,32611,FL,Graduate,Off-Campus,Pell Grant,None,11.99
V-2260,2021-07-09,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,None,15.98
V-2261,2020-12-29,Michigan State,48824,MI,Undergraduate,On-Campus,Scholarship,Full,2.56
V-2262,2024-08-17,Ohio State,43210,OH,Undergraduate,On-Campus,Pell Grant,None,12.78
V-2263,2022-05-06,Ohio State,43210,OH,Undergraduate,On-Campus,Pell Grant,None,9.78
V-2264,2022-01-15,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,Partial,18.5
V-2265,2024-01-01,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,18.48
V-2266,2022-10-07,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,Full,9.96
V-2267,2023-08-04,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,None,10.08
V-2268,2023-11-22,UMass Amherst,01003,MA,Graduate,Off-Campus,None,None,19.27
V-2269,2024-03-18,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,None,10.83
V-2270,2023-11-10,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,None,20.93
V-2271,2023-06-17,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,None,7.89
V-2272,2021-03-11,Michigan State,48824,MI,Undergraduate,On-Campus,Pell Grant,Full,20.16
V-2273,2021-09-27,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,None,14.92
V-2274,2023-10-12,Michigan State,48824,MI,Undergraduate,Off-Campus,None,None,17.3
V-2275,2020-11-16,Rutgers,08901,NJ,Graduate,On-Campus,Pell Grant,Partial,19.12
V-2276,2022-03-11,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,7.4
V-2277,2023-08-06,Ohio State,43210,OH,Undergraduate,On-Campus,Scholarship,Partial,18.05
V-2278,2023-09-19,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Scholarship,Partial,15.11
V-2279,2023-01-13,UMass Amherst,01003,MA,Graduate,Off-Campus,None,None,16.6
